start,end,pitch,velocity,duration
71.8646,71.9688,77,83,0.1042
71.6745,71.9688,83,79,0.2943
71.9727,72.0391,71,80,0.0664
71.9844,72.0391,83,85,0.0547
71.9414,72.0495,72,87,0.1081
71.9779,72.0495,77,82,0.0716
72.0547,72.1289,72,83,0.0742
71.7747,72.1393,89,86,0.3646
71.8776,72.1497,74,73,0.2721
72.1615,72.1693,65,71,0.0078
72.1615,72.2188,74,75,0.0573
72.0482,72.2188,83,87,0.1706
71.8750,72.2292,76,85,0.3542
72.2331,72.2695,74,74,0.0365
72.1432,72.2995,72,78,0.1562
72.1445,72.3594,89,86,0.2148
72.3464,72.3594,91,86,0.0130
72.0560,72.4089,77,83,0.3529
72.2292,72.4089,83,82,0.1797
71.9362,72.4089,84,80,0.4727
72.3646,72.4466,89,75,0.0820
72.0534,72.4792,71,86,0.4258
71.3242,72.5000,75,88,1.1758
70.6237,72.5000,79,79,1.8763
71.3229,72.5000,81,83,1.1771
72.4232,72.5000,83,80,0.0768
70.8542,72.5000,86,81,1.6458
71.1667,72.5000,88,82,1.3333
72.5052,72.5898,83,83,0.0846
72.4167,72.5898,84,82,0.1732
72.6016,72.6354,84,78,0.0339
72.4857,72.6497,71,78,0.1641
72.4245,72.6589,77,82,0.2344
72.3138,72.7188,72,77,0.4049
72.5234,72.7188,79,85,0.1953
72.7305,72.8190,79,86,0.0885
72.6576,72.8698,71,74,0.2122
72.7422,72.8789,84,82,0.1367
72.7305,72.9492,72,83,0.2188
72.5990,72.9896,83,82,0.3906
72.8763,73.0000,71,65,0.1237
72.8268,73.0000,79,82,0.1732
73.0078,73.1497,79,88,0.1419
73.1549,73.2695,79,81,0.1146
72.9974,73.2695,83,83,0.2721
72.9609,73.4193,72,73,0.4583
72.9635,73.4193,84,77,0.4557
73.2826,73.4896,79,81,0.2070
73.4974,73.5690,79,72,0.0716
73.4297,73.5690,84,68,0.1393
73.1562,73.6693,75,66,0.5130
73.5781,73.6693,84,68,0.0911
72.2747,73.6797,74,69,1.4049
73.5742,73.7695,79,70,0.1953
73.7760,73.8594,79,63,0.0833
73.8724,73.9792,79,61,0.1068
73.0117,74.0495,71,77,1.0378
73.6758,74.0495,84,65,0.3737
73.6849,74.1797,75,56,0.4948
73.9909,74.2695,79,61,0.2786
72.2370,74.3893,76,76,2.1523
74.3854,74.3997,89,60,0.0143
74.0560,74.5599,84,58,0.5039
74.2839,74.5898,79,63,0.3060
74.7005,74.7096,80,48,0.0091
74.4857,74.7396,89,62,0.2539
74.7526,74.7591,86,60,0.0065
74.5742,74.8099,84,55,0.2357
74.6003,74.8490,79,51,0.2487
73.2747,75.0391,83,80,1.7643
74.8555,75.3893,79,53,0.5339
73.4323,75.4297,72,75,1.9974
74.8151,75.5000,84,49,0.6849
75.5052,75.5990,84,69,0.0938
74.0547,75.6497,71,52,1.5951
75.4349,75.6992,72,62,0.2643
75.6107,75.7096,84,63,0.0990
75.7161,75.7891,84,68,0.0729
75.7083,75.9193,72,60,0.2109
75.0521,76.0000,83,52,0.9479
75.3945,76.1198,79,62,0.7253
76.0065,76.1198,83,77,0.1133
75.9245,76.1888,72,82,0.2643
75.7956,76.1888,84,85,0.3932
74.7474,76.2292,74,65,1.4818
76.2031,76.2995,72,66,0.0964
76.1953,76.2995,84,77,0.1042
76.1276,76.4193,83,68,0.2917
76.3073,76.4193,84,71,0.1120
76.3047,76.5000,72,67,0.1953
76.4323,76.5690,83,83,0.1367
76.5117,76.6797,72,75,0.1680
76.6862,76.6992,77,74,0.0130
76.5833,76.7396,83,84,0.1562
76.6849,76.7891,72,73,0.1042
76.4310,76.8594,84,78,0.4284
76.7539,76.8698,83,80,0.1159
76.2357,76.9089,74,54,0.6732
74.1875,76.9089,75,66,2.7214
76.8750,76.9896,83,81,0.1146
76.8711,76.9896,84,81,0.1185
76.9987,77.0391,84,84,0.0404
77.1081,77.1198,70,82,0.0117
77.1055,77.1198,82,84,0.0143
76.1289,77.1289,79,70,1.0000
77.0026,77.1497,83,83,0.1471
77.1641,77.1693,89,77,0.0052
77.3828,77.3893,82,91,0.0065
75.6615,77.5000,71,68,1.8385
76.9245,77.5000,74,71,0.5755
76.9206,77.5000,75,66,0.5794
76.8034,77.5299,72,81,0.7266
77.5365,77.5495,76,65,0.0130
77.3776,77.5690,70,82,0.1914
77.6354,77.6497,83,67,0.0143
77.7161,77.8190,84,62,0.1029
77.8268,78.0091,72,50,0.1823
77.8255,78.0091,84,53,0.1836
78.0143,78.0195,71,51,0.0052
78.0143,78.0299,83,58,0.0156
78.0143,78.0690,84,59,0.0547
78.0156,78.1497,72,57,0.1341
78.0794,78.1497,84,68,0.0703
78.1602,78.2188,84,74,0.0586
78.2279,78.2396,71,68,0.0117
78.1576,78.2891,72,72,0.1315
78.2943,78.2995,74,68,0.0052
78.2253,78.3698,84,75,0.1445
78.4596,78.4688,71,72,0.0091
78.4583,78.4688,83,78,0.0104
78.2969,78.5195,72,70,0.2227
78.3789,78.5195,84,70,0.1406
78.5260,78.6289,84,78,0.1029
78.6029,78.6992,83,78,0.0964
78.7253,78.7799,70,75,0.0547
78.7943,78.8099,89,75,0.0156
78.8229,78.8294,82,77,0.0065
78.9128,78.9193,82,73,0.0065
78.9870,79.0000,88,69,0.0130
79.1250,79.1393,81,68,0.0143
79.1276,79.1393,88,70,0.0117
79.2422,79.3789,76,59,0.1367
79.5013,79.5091,78,71,0.0078
79.3841,79.5391,76,48,0.1549
79.6159,79.6289,79,69,0.0130
79.6953,79.7096,86,63,0.0143
79.5443,79.8190,76,52,0.2747
79.8177,79.8294,86,67,0.0117
79.7448,79.8893,79,67,0.1445
79.9023,80.1198,79,75,0.2174
79.8255,80.1289,76,57,0.3034
80.1328,80.3099,79,61,0.1771
80.3607,80.3698,74,39,0.0091
80.1419,80.4193,76,58,0.2773
80.4336,80.4388,74,59,0.0052
80.3203,80.8099,79,59,0.4896
80.8151,80.8893,79,50,0.0742
80.4310,80.9792,76,59,0.5482
80.9922,81.5495,76,49,0.5573
77.5312,81.8789,75,63,4.3477
80.9870,82.0299,74,52,1.0430
78.7930,82.5000,70,72,3.7070
78.5951,82.5000,71,76,3.9049
78.5273,82.5000,72,72,3.9727
81.5768,82.5000,81,46,0.9232
79.0664,82.5000,82,73,3.4336
81.5625,82.7096,76,51,1.1471
80.8945,82.8997,79,51,2.0052
82.9076,83.0091,79,62,0.1016
83.0169,83.0794,79,71,0.0625
83.2083,83.2188,86,77,0.0104
83.2891,83.3034,78,92,0.0143
83.0898,83.3997,79,82,0.3099
83.5586,83.6198,78,80,0.0612
83.6315,83.7096,78,81,0.0781
83.8125,83.8190,89,66,0.0065
83.8216,86.9961,77,72,3.1745
82.7240,87.5000,76,76,4.7760
83.4049,87.5000,79,76,4.0951
85.4557,87.8893,75,63,2.4336
90.0951,90.2500,80,51,0.1549
89.5065,90.5195,76,58,1.0130
